estado,origem,destino
SP,354060,351040
SP,354060,355450
SP,354070,354750
SP,354070,351370
SP,354070,354630
SP,354070,353930
SP,354075,354430
SP,354075,353800
SP,354075,351840
SP,354075,350250
SP,354080,350460
SP,354080,351940
SP,354080,352950
SP,354080,355600
SP,354080,351130
SP,354080,353280
SP,354080,352150
SP,354085,352920
SP,354085,352740
SP,354085,352890
SP,354085,354470
SP,354085,352080
SP,354090,351860
SP,354090,351460
SP,354090,350560
SP,354090,351885
SP,354090,352430
SP,354090,353205
SP,354100,355100
SP,354100,353110
SP,354105,350750
SP,354105,355010
SP,354105,350450
SP,354105,352680
SP,354110,351670
SP,354110,353890
SP,354110,354250
SP,354110,351660
SP,354110,350430
SP,354120,354550
SP,354120,355390
SP,354120,351512
SP,354120,353020
SP,354120,350130
SP,354120,354323
SP,354120,354830
SP,354120,354770
SP,354120,350080
SP,354130,352870
SP,354130,350910
SP,354130,355430
SP,354130,353540
SP,354140,351580
SP,354140,353920
SP,354140,352890
SP,354140,354240
SP,354140,351600
SP,354140,350890
SP,354140,350130
SP,354140,354830
SP,354140,350240
SP,354140,350080
SP,354150,351440
SP,354150,352870
SP,354150,350910
SP,354150,353830
SP,354150,353540
SP,354150,353480
SP,354160,350110
SP,354160,351700
SP,354160,350510
SP,354160,350440
SP,354160,351720
SP,354160,353730
SP,354160,355535
SP,354160,350020
SP,354160,354460
SP,354165,351160
SP,354165,354050
SP,354165,355400
SP,354165,351850
SP,354165,353750
SP,354170,353550
SP,354170,350720
SP,354170,354200
SP,354170,354220
SP,354170,355500
SP,354170,352560
SP,354180,351700
SP,354180,350335
SP,354180,354000
SP,354180,351900
SP,354180,352770
SP,354190,355200
SP,354190,352660
SP,354190,350350
SP,354200,350720
SP,354200,354000
SP,354200,351900
SP,354200,352790
SP,354200,354170
SP,354200,355500
SP,354210,354060
SP,354210,353090
SP,354210,351040
SP,354210,355450
SP,354220,352880
SP,354220,352920
SP,354220,353550
SP,354220,350580
SP,354220,351990
SP,354220,353600
SP,354220,355500
SP,354220,352560
SP,354220,354170
SP,354220,353215
SP,354230,353230
SP,354230,350850
SP,354230,355000
SP,354230,352490
SP,354230,355410
SP,354230,353560
SP,354240,352920
SP,354240,355290
SP,354240,350890
SP,354240,354140
SP,354240,352060
SP,354240,350240
SP,354250,351910
SP,354250,353890
SP,354250,350340
SP,354250,350600
SP,354250,350430
SP,354250,354110
SP,354250,350740
SP,354260,352030
SP,354260,353620
SP,354260,352460
SP,354260,355180
SP,354260,351480
SP,354260,352610
SP,354270,351620
SP,354270,354950
SP,354270,350590
SP,354280,350270
SP,354280,352265
SP,354280,350535
SP,354280,352215
SP,354290,354890
SP,354290,350670
SP,354290,350320
SP,354290,355475
SP,354290,351430
SP,354290,351930
SP,354290,350790
SP,354300,350270
SP,354300,353282
SP,354300,352240
SP,354300,351760
SP,354310,351320
SP,354310,351620
SP,354310,352410
SP,354310,354950
SP,354310,352540
SP,354320,351950
SP,354320,350980
SP,354320,354540
SP,354320,355050
SP,354323,354120
SP,354323,351440
SP,354323,353830
SP,354323,352600
SP,354323,354770
SP,354323,351512
SP,354325,351760
SP,354325,352120
SP,354325,351020
SP,354325,351480
SP,354330,354780
SP,354330,354410
SP,354330,355250
SP,354330,352940
SP,354330,351570
SP,354340,351885
SP,354340,351460
SP,354340,355150
SP,354340,350780
SP,354340,352510
SP,354340,355170
SP,354340,351310
SP,354350,352280
SP,354350,352320
SP,354350,352170
SP,354360,353700
SP,354360,352010
SP,354370,354890
SP,354370,350320
SP,354370,350170
SP,354370,351885
SP,354370,352760
SP,354370,354690
SP,354370,353205
SP,354380,353770
SP,354380,353460
SP,354380,351920
SP,354380,353600
SP,354390,350330
SP,354390,354670
SP,354390,352670
SP,354390,352110
SP,354390,353870
SP,354390,351270
SP,354390,352360
SP,354390,352140
SP,354400,354580
SP,354400,353090
SP,354400,354515
SP,354400,351040
SP,354400,355450
SP,354400,353870
SP,354410,354780
SP,354410,355250
SP,354410,354330
SP,354420,351070
SP,354420,353660
SP,354420,354030
SP,354420,353500
SP,354425,355430
SP,354425,351535
SP,354430,354075
SP,354430,355410
SP,354430,353800
SP,354430,352630
SP,354430,350250
SP,354440,354510
SP,354440,350620
SP,354440,352740
SP,354440,351820
SP,354450,355255
SP,354450,350260
SP,354450,354610
SP,354450,352044
SP,354450,354660
SP,354460,354480
SP,354460,352710
SP,354460,350880
SP,354460,353350
SP,354460,350020
SP,354460,351720
SP,354460,354160
SP,354470,352920
SP,354470,352740
SP,354470,353600
SP,354470,353460
SP,354470,354085
SP,354470,352080
SP,354480,353350
SP,354480,350020
SP,354480,352950
SP,354480,354460
SP,354480,352150
SP,354490,353190
SP,354490,354020
SP,354490,353360
SP,354490,350590
SP,354490,353430
SP,354490,352510
SP,354500,350660
SP,354500,355070
SP,354500,351830
SP,354500,354600
SP,354500,350635
SP,354500,351050
SP,354500,353560
SP,354510,352740
SP,354510,351820
SP,354510,353460
SP,354510,354440
SP,354510,352080
SP,354515,354400
SP,354515,355450
SP,354515,353870
SP,354520,352050
SP,354520,352390
SP,354520,351490
SP,354530,353780
SP,354530,353790
SP,354530,355110
SP,354530,350290
SP,354530,355220
SP,354530,355700
SP,354540,353470
SP,354540,354320
SP,354540,351950
SP,354540,355050
SP,354550,354120
SP,354550,351530
SP,354550,353920
SP,354550,353020
SP,354550,355390
SP,354560,352270
SP,354560,352190
SP,354560,351560
SP,354560,350370
SP,354560,353810
SP,354570,355580
SP,354570,353590
SP,354570,352965
SP,354570,354740
SP,354570,350395
SP,354580,355240
SP,354580,353180
SP,354580,353870
SP,354580,352690
SP,354580,354400
SP,354580,350160
SP,354580,353340
SP,354580,351040
SP,354600,353560
SP,354600,351830
SP,354600,352490
SP,354600,352440
SP,354600,354500
SP,354610,354450
SP,354610,354660
SP,354610,354740
SP,354620,351270
SP,354620,352670
SP,354620,353930
SP,354620,350200
SP,354625,355140
SP,354625,355090
SP,354625,350940
SP,354625,350100
SP,354630,354750
SP,354630,354070
SP,354630,355330
SP,354630,350030
SP,354630,351080
SP,354630,353930
SP,354640,350055
SP,354640,353380
SP,354640,353470
SP,354640,352750
SP,354640,355720
SP,354640,350630
SP,354640,355550
SP,354640,351519
SP,354640,353657
SP,354640,351015
SP,354640,350830
SP,354640,352090
SP,354640,350070
SP,354640,355050
SP,354650,351860
SP,354650,355370
SP,354650,351400
SP,354660,354450
SP,354660,355490
SP,354660,354610
SP,354660,350260
SP,354660,354740
SP,354660,353284
SP,354670,350330
SP,354670,354390
SP,354670,351240
SP,354670,352140
SP,354680,351880
SP,354680,351830
SP,354680,352020
SP,354680,353060
SP,354680,350390
SP,354680,352440
SP,354680,353240
SP,354690,354890
SP,354690,350320
SP,354690,350170
SP,354690,354370
SP,354700,351410
SP,354700,350750
SP,354700,350230
SP,354700,355040
SP,354700,355470
SP,354700,353870
SP,354710,354930
SP,354710,353540
SP,354710,355510
SP,354710,353480
SP,354710,353310
SP,354710,353640
SP,354720,355490
SP,354720,354765
SP,354720,353520
SP,354720,354740
SP,354720,350395
SP,354730,353910
SP,354730,352250
SP,354730,350275
SP,354730,355030
SP,354730,355060
SP,354730,350920
SP,354730,350570
SP,354740,355490
SP,354740,354720
SP,354740,354610
SP,354740,354570
SP,354740,354660
SP,354740,350395
SP,354750,354760
SP,354750,354070
SP,354750,355330
SP,354750,355090
SP,354750,352760
SP,354750,351370
SP,354750,354630
SP,354760,354750
SP,354760,355330
SP,354760,355090
SP,354760,350940
SP,354765,354720
SP,354765,355580
SP,354765,353520
SP,354765,354900
SP,354765,350395
SP,354770,354120
SP,354770,352870
SP,354770,353830
SP,354770,353020
SP,354770,354323
SP,354780,354870
SP,354780,354410
SP,354780,355250
SP,354780,351350
SP,354780,354330
SP,354780,354850
SP,354780,352940
SP,354780,355030
SP,354780,353060
SP,354780,354880
SP,354790,351090
SP,354790,350940
SP,354790,350100
SP,354800,353710
SP,354800,353080
SP,354800,352470
SP,354800,350190
SP,354800,352260
SP,354800,351905
SP,354805,353740
SP,354805,350280
SP,354805,351890
SP,354805,353330
SP,354805,350420
SP,354805,353286
SP,354805,351690
SP,354805,355230
SP,354805,350810
SP,354805,352725
SP,354810,351518
SP,354810,354910
SP,354820,350970
SP,354820,353170
SP,354820,353800
SP,354820,354860
SP,354830,354120
SP,354830,351580
SP,354830,354140
SP,354830,350080
SP,354830,351512
SP,354840,350335
SP,354840,353770
SP,354840,352770
SP,354840,351190
SP,354840,351920
SP,354850,351870
SP,354850,354780
SP,354850,355100
SP,354850,351350
SP,354850,353060
SP,354850,350635
SP,354860,350970
SP,354860,354820
SP,354870,354780
SP,354870,355100
SP,354870,351350
SP,354870,351380
SP,354870,355030
SP,354870,354880
SP,354880,354870
SP,354880,354780
SP,354880,355030
SP,354890,354290
SP,354890,350170
SP,354890,350200
SP,354890,351370
SP,354890,354690
SP,354890,350790
SP,354890,351930
SP,354890,350320
SP,354890,352360
SP,354890,352760
SP,354890,354370
SP,354900,354765
SP,354900,352480
SP,354900,355580
SP,354900,353520
SP,354900,351385
SP,354910,350040
SP,354910,350030
SP,354910,355640
SP,354910,351518
SP,354910,354810
SP,354920,354025
SP,354920,351520
SP,354920,354925
SP,354920,351550
SP,354925,352830
SP,354925,351690
SP,354925,354025
SP,354925,354920
SP,354925,351550
SP,354925,352960
SP,354930,354710
SP,354930,351100
SP,354930,353160
SP,354930,353310
SP,354930,353320
SP,354930,353640
SP,354940,353190
SP,354940,353360
SP,354940,352130
SP,354940,353430
SP,354940,351770
SP,354950,352410
SP,354950,351770
SP,354950,351620
SP,354950,354270
SP,354950,353360
SP,354950,350590
SP,354950,354310
SP,354960,350350
SP,354960,350490
SP,354960,351360
SP,354960,350315
SP,354970,355360
SP,354970,353050
SP,354970,351080
SP,354970,352380
SP,354970,351390
SP,354970,350870
SP,354970,355080
SP,354980,353030
SP,354980,351750
SP,354980,350460
SP,354980,353400
SP,354980,351130
SP,354980,352115
SP,354990,350850
SP,354990,352550
SP,354990,352440
SP,354990,352020
SP,354990,352490
SP,354990,353170
SP,354995,351300
SP,354995,352220
SP,354995,352620
SP,354995,351510
SP,354995,351970
SP,355000,353230
SP,355000,355540
SP,355000,355410
SP,355000,354230
SP,355000,352630
SP,355000,351360
SP,355010,350360
SP,355010,350530
SP,355010,352680
SP,355010,351410
SP,355010,352000
SP,355010,354105
SP,355010,350750
SP,355010,352980
SP,355020,355350
SP,355020,353790
SP,355020,351020
SP,355020,352230
SP,355020,355180
SP,355030,354870
SP,355030,352220
SP,355030,354730
SP,355030,352850
SP,355030,350920
SP,355030,350900
SP,355030,351300
SP,355030,351380
SP,355030,352620
SP,355030,355280
SP,355030,352210
SP,355030,351510
SP,355030,353980
SP,355030,354780
SP,355030,353440
SP,355030,351570
SP,355030,352310
SP,355030,350570
SP,355030,355100
SP,355030,352940
SP,355030,351880
SP,355030,354880
SP,355030,351500
SP,355040,354700
SP,355040,351170
SP,355040,352360
SP,355040,350790
SP,355040,355470
SP,355040,350060
SP,355040,353870
SP,355050,353370
SP,355050,353470
SP,355050,350980
SP,355050,350150
SP,355050,355550
SP,355050,354320
SP,355050,354640
SP,355050,354540
SP,355050,352780
SP,355060,352840
SP,355060,354730
SP,355060,351300
SP,355060,352250
SP,355060,352390
SP,355060,355645
SP,355060,350275
SP,355060,351970
SP,355070,350635
SP,355070,351050
SP,355070,354500
SP,355080,350040
SP,355080,352380
SP,355080,354970
SP,355080,351390
SP,355080,355640
SP,355090,354750
SP,355090,354760
SP,355090,350940
SP,355090,354625
SP,355090,355140
SP,355090,352760
SP,355090,351310
SP,355100,354870
SP,355100,351350
SP,355100,354850
SP,355100,354100
SP,355100,352210
SP,355100,355030
SP,355100,353110
SP,355110,351030
SP,355110,350075
SP,355110,354530
SP,355110,350290
SP,355110,353790
SP,355110,352230
SP,355120,353880
SP,355120,355460
SP,355120,351540
SP,355130,353260
SP,355130,353140
SP,355130,355340
SP,355130,351290
SP,355130,355710
SP,355140,355090
SP,355140,354625
SP,355140,350100
SP,355140,355150
SP,355140,351310
SP,355150,350100
SP,355150,355140
SP,355150,350780
SP,355150,354340
SP,355150,351310
SP,355160,355210
SP,355160,352700
SP,355160,350190
SP,355160,352260
SP,355160,353120
SP,355170,353950
SP,355170,351460
SP,355170,350560
SP,355170,354020
SP,355170,352430
SP,355170,354340
SP,355170,352510
SP,355180,354260
SP,355180,355350
SP,355180,351020
SP,355180,355020
SP,355180,351480
SP,355180,352610
SP,355190,353150
SP,355190,350930
SP,355190,351200
SP,355190,350550
SP,355190,353390
SP,355200,350860
SP,355200,352660
SP,355200,352720
SP,355200,350350
SP,355200,351340
SP,355200,354190
SP,355200,351360
SP,355210,355160
SP,355210,353680
SP,355210,350050
SP,355210,352700
SP,355210,353820
SP,355210,353120
SP,355220,352840
SP,355220,350290
SP,355220,354060
SP,355220,352390
SP,355220,354530
SP,355220,352100
SP,355220,355700
SP,355220,350115
SP,355230,353740
SP,355230,355255
SP,355230,353520
SP,355230,351890
SP,355230,350260
SP,355230,354805
SP,355230,352910
SP,355240,350950
SP,355240,354580
SP,355240,353650
SP,355240,351907
SP,355240,353180
SP,355240,353340
SP,355250,354780
SP,355250,354410
SP,355250,354330
SP,355250,351570
SP,355250,352310
SP,355250,352940
SP,355250,353060
SP,355250,353980
SP,355255,354450
SP,355255,353740
SP,355255,350260
SP,355255,355230
SP,355255,352044
SP,355260,355560
SP,355260,351120
SP,355260,350930
SP,355260,351110
SP,355260,351495
SP,355260,353325
SP,355260,353390
SP,355270,352270
SP,355270,351960
SP,355270,352930
SP,355270,353290
SP,355280,351300
SP,355280,351500
SP,355280,353440
SP,355280,355030
SP,355290,352920
SP,355290,354240
SP,355290,353215
SP,355290,350240
SP,355290,353220
SP,355300,355380
SP,355300,352280
SP,355300,351260
SP,355300,355420
SP,355300,351540
SP,355310,353130
SP,355310,355690
SP,355310,355320
SP,355310,353900
SP,355310,350610
SP,355320,355365
SP,355320,353130
SP,355320,355310
SP,355320,352430
SP,355320,350610
SP,355330,354750
SP,355330,353050
SP,355330,354760
SP,355330,351080
SP,355330,350940
SP,355330,354630
SP,355340,353140
SP,355340,353040
SP,355340,350480
SP,355340,351290
SP,355340,355130
SP,355340,353500
SP,355350,353780
SP,355350,355180
SP,355350,353790
SP,355350,352990
SP,355350,355020
SP,355350,351970
SP,355350,352610
SP,355360,350870
SP,355360,353050
SP,355360,354970
SP,355365,352430
SP,355365,355320
SP,355365,353950
SP,355365,350610
SP,355370,353130
SP,355370,354650
SP,355370,352270
SP,355370,351400
SP,355370,352930
SP,355370,351860
SP,355370,351560
SP,355370,351010
SP,355370,352430
SP,355380,355300
SP,355380,351260
SP,355380,352180
SP,355380,355420
SP,355385,351020
SP,355385,352240
SP,355385,350800
SP,355390,354120
SP,355390,351530
SP,355390,353920
SP,355390,350130
SP,355390,354550
SP,355395,352880
SP,355395,351610
SP,355395,350400
SP,355395,351330
SP,355395,351000
SP,355400,351160
SP,355400,350700
SP,355400,350075
SP,355400,351030
SP,355400,351850
SP,355400,354165
SP,355400,352100
SP,355400,351150
SP,355400,352230
SP,355410,355480
SP,355410,353800
SP,355410,355000
SP,355410,353170
SP,355410,352630
SP,355410,354430
SP,355410,350850
SP,355410,354230
SP,355420,355300
SP,355420,355380
SP,355420,353880
SP,355420,352180
SP,355420,351540
SP,355430,354425
SP,355430,352870
SP,355430,351535
SP,355430,353020
SP,355430,354130
SP,355440,355680
SP,355440,353190
SP,355440,351200
SP,355440,350610
SP,355440,352420
SP,355450,352585
SP,355450,352640
SP,355450,350700
SP,355450,354210
SP,355450,353870
SP,355450,354060
SP,355450,353090
SP,355450,354400
SP,355450,354515
SP,355450,351150
SP,355460,355120
SP,355460,353880
SP,355460,352090
SP,355460,355720
SP,355460,351540
SP,355465,350690
SP,355465,351850
SP,355465,354050
SP,355470,351410
SP,355470,355040
SP,355470,354700
SP,355470,350790
SP,355475,351430
SP,355475,350670
SP,355475,354290
SP,355480,355410
SP,355480,353170
SP,355480,353800
SP,355490,354720
SP,355490,353520
SP,355490,354660
SP,355490,354740
SP,355490,353284
SP,355495,350190
SP,355495,350760
SP,355495,353820
SP,355495,353200
SP,355495,353120
SP,355500,350580
SP,355500,351900
SP,355500,354200
SP,355500,352560
SP,355500,350335
SP,355500,354220
SP,355500,354170
SP,355500,351920
SP,355510,351440
SP,355510,352600
SP,355510,353160
SP,355510,353480
SP,355510,353310
SP,355510,354710
SP,355520,355715
SP,355520,353100
SP,355520,352810
SP,355520,353960
SP,355520,353330
SP,355520,351680
SP,355520,350810
SP,355520,352725
SP,355530,353475
SP,355530,354040
SP,355530,353590
SP,355530,351800
SP,355530,351520
SP,355530,351420
SP,355530,355695
SP,355535,350510
SP,355535,350020
SP,355535,352950
SP,355535,352570
SP,355535,354160
SP,355540,353230
SP,355540,355000
SP,355540,351050
SP,355540,351360
SP,355550,351660
SP,355550,354640
SP,355550,352750
SP,355550,350150
SP,355550,355050
SP,355560,355260
SP,355560,351120
SP,355560,351750
SP,355560,351940
SP,355560,353390
SP,355560,351130
SP,355570,353140
SP,355570,352810
SP,355570,353960
SP,355570,353270
SP,355580,354765
SP,355580,352480
SP,355580,353590
SP,355580,354900
SP,355580,354570
SP,355580,350395
SP,355590,354010
SP,355590,353890
SP,355590,353350
SP,355590,350470
SP,355600,352885
SP,355600,353350
SP,355600,351940
SP,355600,354080
SP,355600,351492
SP,355600,352150
SP,355610,353690
SP,355610,353625
SP,355610,352830
SP,355610,355710
SP,355610,352960
SP,355620,350950
SP,355620,352340
SP,355620,355670
SP,355620,353200
SP,355620,352400
SP,355630,350280
SP,355630,350620
SP,355630,352740
SP,355630,351820
SP,355630,350010
SP,355630,352650
SP,355630,351600
SP,355635,350760
SP,355635,353680
SP,355635,352550
SP,355635,353860
SP,355640,350040
SP,355640,350030
SP,355640,351080
SP,355640,352380
SP,355640,354910
SP,355640,355080
SP,355645,352250
SP,355645,351300
SP,355645,355060
SP,355650,352590
SP,355650,350960
SP,355660,351670
SP,355660,352900
SP,355660,353370
SP,355660,350140
SP,355660,352780
SP,355670,352730
SP,355670,352340
SP,355670,355620
SP,355670,352400
SP,355680,350610
SP,355680,353190
SP,355680,353950
SP,355680,355440
SP,355690,353130
SP,355690,350370
SP,355690,353900
SP,355690,355310
SP,355695,355530
SP,355695,351520
SP,355695,352480
SP,355695,351420
SP,355700,353780
SP,355700,354530
SP,355700,355220
SP,355700,350115
SP,355700,351970
SP,355710,353260
SP,355710,353625
SP,355710,352830
SP,355710,351290
SP,355710,355130
SP,355710,355610
SP,355710,351590
SP,355710,350120
SP,355715,351710
SP,355715,355520
SP,355715,350510
SP,355715,350810
SP,355715,352570
SP,355715,353960
SP,355715,353730
SP,355720,354640
SP,355720,355460
SP,355720,351015
SP,355720,352090
SP,355730,353070
SP,355730,351518
